x,y
-2.195360052077661,-17.27312976497819
41.362449981725014,100.55485298824173
-91.75792142986816,9.362745578848175
16.590433173960818,-4.079553262170335
-56.654753746685095,-15.874354534132125
40.76956475717873,2.0406841548538037
-91.894762161076,-49.57765367828227
1.7467414697156671,11.242877590129135
-30.811699766087433,-43.65472482383002
-29.93359956324627,1.349246560681647
-56.48037150608858,76.31928135206938
13.245328595623377,-15.399375358655526
43.15251138246546,-57.28250342029683
-30.231588178894473,106.97902847541283
0.48521266654254064,35.714425504477056
30.685537323016508,71.9895840140854
-47.671610754025444,58.90454951076192
26.294039477716534,-75.36722276006255
-30.342591512948772,-32.994940624321224
-46.20175793649378,-19.44153140928725
-15.902842331422608,-53.50187548629244
-58.825057830512094,-77.87412277450927
57.04345595824572,102.14314457392557
69.98260928700162,54.302472050872076
-23.61459124699718,-3.1063359266741966
8.20759809841706,-47.470685001542634
53.67636867387387,-14.796700300296644
24.493523856986908,14.625021567618854
24.765964044388483,-18.34288711926942
67.9014195743716,4.665147154309368
56.317228677122905,19.09963752606329
-58.52050887021199,-6.784471874106165
13.820943896098154,-33.51654665118391
1.7055412122223959,25.566891101207663
27.20116647489947,33.36342544936775
-12.082577023466525,-29.762014176493473
-54.08577307568057,41.69596837387611
-38.32089860034053,-61.12169756547519
-20.268606411126648,-48.195082951291255
34.99598081231243,-23.269586423634202
16.254456231235366,34.27567269732498
27.171742191868507,-44.13031914069013
36.84012225105148,24.38161918480195
-27.359990810351917,15.444676534801298
13.411144125306022,-56.690196043877975
56.303224318687874,-30.580539112454613
-61.47574565834318,16.724854107961345
28.19778460789046,2.701717687858753
26.99569930289598,21.261200590161533
25.014816043124103,-4.620674145903783
